7.72e+01, 1.08e+02, 1.13e+02, 1.18e+02, 1.07e+02, 1.10e+02, 1.07e+02, 1.05e+02, 1.06e+02, 1.06e+02, 7.57e+01, 1.07e+02, 1.01e+02, 1.24e+02, 1.02e+02, 1.09e+02, 7.58e+01, 1.12e+02, 1.02e+02, 1.09e+02, 1.23e+02, 1.38e+02, 1.10e+02, 1.10e+02, 1.17e+02, 1.12e+02, 1.10e+02, 1.16e+02, 1.04e+02, 7.44e+01, 1.04e+02, 1.47e+02, 1.23e+02, 1.02e+02, 7.19e+01, 6.82e+01, 1.05e+02, 1.04e+02, 1.12e+02, 1.08e+02, 1.08e+02, 1.16e+02, 1.08e+02, 1.04e+02, 1.02e+02, 1.05e+02, 1.20e+02, 1.23e+02, 1.08e+02, 1.04e+02, 1.02e+02
7.41e+01, 1.07e+02, 1.12e+02, 1.16e+02, 1.07e+02, 1.09e+02, 1.07e+02, 1.04e+02, 1.02e+02, 1.05e+02, 7.56e+01, 1.06e+02, 1.01e+02, 1.21e+02, 1.01e+02, 1.08e+02, 7.58e+01, 1.12e+02, 1.01e+02, 1.08e+02, 1.15e+02, 1.38e+02, 1.10e+02, 1.10e+02, 1.13e+02, 1.09e+02, 1.01e+02, 1.15e+02, 1.03e+02, 7.40e+01, 1.02e+02, 1.47e+02, 1.21e+02, 1.01e+02, 6.82e+01, 6.78e+01, 1.04e+02, 1.02e+02, 1.02e+02, 1.08e+02, 1.08e+02, 1.10e+02, 1.08e+02, 1.04e+02, 1.02e+02, 1.04e+02, 1.15e+02, 1.21e+02, 1.08e+02, 1.03e+02, 1.02e+02
7.41e+01, 1.07e+02, 1.12e+02, 1.16e+02, 1.07e+02, 1.09e+02, 1.07e+02, 1.04e+02, 1.02e+02, 1.05e+02, 7.56e+01, 1.06e+02, 1.01e+02, 1.21e+02, 1.01e+02, 1.08e+02, 7.58e+01, 1.12e+02, 1.01e+02, 1.08e+02, 1.15e+02, 1.38e+02, 1.10e+02, 1.10e+02, 1.12e+02, 1.09e+02, 1.01e+02, 1.15e+02, 1.03e+02, 7.38e+01, 1.02e+02, 1.47e+02, 1.21e+02, 1.01e+02, 6.82e+01, 6.78e+01, 1.04e+02, 1.02e+02, 1.02e+02, 1.08e+02, 1.08e+02, 1.09e+02, 1.08e+02, 1.04e+02, 1.02e+02, 1.04e+02, 1.15e+02, 1.21e+02, 1.08e+02, 1.03e+02, 1.02e+02
7.41e+01, 1.07e+02, 1.12e+02, 1.16e+02, 1.07e+02, 1.09e+02, 1.07e+02, 1.04e+02, 1.02e+02, 1.05e+02, 7.56e+01, 1.06e+02, 1.01e+02, 1.21e+02, 1.01e+02, 1.08e+02, 7.58e+01, 1.12e+02, 1.01e+02, 1.08e+02, 1.15e+02, 1.38e+02, 1.10e+02, 1.10e+02, 1.12e+02, 1.09e+02, 1.01e+02, 1.15e+02, 1.03e+02, 7.33e+01, 1.02e+02, 1.47e+02, 1.21e+02, 1.01e+02, 6.82e+01, 6.78e+01, 1.04e+02, 1.02e+02, 1.02e+02, 1.08e+02, 1.08e+02, 1.09e+02, 1.08e+02, 1.04e+02, 1.02e+02, 1.04e+02, 1.15e+02, 1.21e+02, 1.08e+02, 1.03e+02, 1.02e+02
7.41e+01, 1.07e+02, 1.12e+02, 1.16e+02, 1.07e+02, 1.09e+02, 1.07e+02, 1.04e+02, 1.02e+02, 1.05e+02, 7.56e+01, 1.06e+02, 1.01e+02, 1.21e+02, 1.01e+02, 1.08e+02, 7.58e+01, 1.12e+02, 1.01e+02, 1.08e+02, 1.06e+02, 1.07e+02, 1.10e+02, 1.10e+02, 1.12e+02, 1.09e+02, 1.01e+02, 1.15e+02, 1.03e+02, 7.26e+01, 1.02e+02, 1.13e+02, 1.15e+02, 1.01e+02, 6.82e+01, 6.78e+01, 1.04e+02, 1.02e+02, 1.02e+02, 1.08e+02, 1.08e+02, 1.09e+02, 1.08e+02, 1.04e+02, 1.02e+02, 1.04e+02, 1.15e+02, 1.02e+02, 1.08e+02, 1.03e+02, 1.02e+02
7.41e+01, 1.07e+02, 1.12e+02, 1.05e+02, 1.01e+02, 1.04e+02, 1.07e+02, 1.04e+02, 1.02e+02, 1.05e+02, 7.56e+01, 1.06e+02, 1.01e+02, 1.06e+02, 1.01e+02, 1.08e+02, 7.58e+01, 1.02e+02, 1.01e+02, 1.08e+02, 1.02e+02, 1.07e+02, 1.03e+02, 1.10e+02, 1.01e+02, 1.03e+02, 1.01e+02, 1.04e+02, 1.03e+02, 4.69e+01, 1.02e+02, 1.07e+02, 1.05e+02, 1.01e+02, 6.82e+01, 6.78e+01, 1.04e+02, 1.02e+02, 1.02e+02, 1.08e+02, 1.08e+02, 1.09e+02, 1.08e+02, 1.04e+02, 1.02e+02, 1.04e+02, 1.15e+02, 1.02e+02, 1.08e+02, 1.03e+02, 1.02e+02
7.41e+01, 1.07e+02, 1.12e+02, 1.05e+02, 1.01e+02, 1.04e+02, 1.07e+02, 1.04e+02, 1.02e+02, 1.05e+02, 7.56e+01, 1.00e+02, 1.01e+02, 1.06e+02, 1.01e+02, 1.08e+02, 7.58e+01, 1.02e+02, 1.01e+02, 1.08e+02, 1.02e+02, 1.07e+02, 1.03e+02, 1.10e+02, 1.01e+02, 1.03e+02, 1.01e+02, 1.04e+02, 1.03e+02, 4.69e+01, 1.02e+02, 1.00e+02, 1.05e+02, 1.01e+02, 4.49e+01, 6.78e+01, 1.04e+02, 1.02e+02, 1.02e+02, 1.08e+02, 1.08e+02, 1.09e+02, 1.08e+02, 1.04e+02, 1.02e+02, 1.04e+02, 1.15e+02, 1.02e+02, 1.08e+02, 1.03e+02, 1.02e+02
7.40e+01, 1.07e+02, 1.12e+02, 1.05e+02, 1.01e+02, 1.04e+02, 1.07e+02, 1.04e+02, 1.02e+02, 1.05e+02, 7.56e+01, 1.00e+02, 1.01e+02, 1.02e+02, 1.01e+02, 1.08e+02, 7.58e+01, 1.02e+02, 1.01e+02, 1.08e+02, 1.02e+02, 1.07e+02, 1.03e+02, 1.10e+02, 1.01e+02, 1.03e+02, 1.01e+02, 1.04e+02, 1.03e+02, 4.69e+01, 1.02e+02, 1.00e+02, 1.05e+02, 1.01e+02, 4.49e+01, 6.78e+01, 1.04e+02, 1.02e+02, 1.02e+02, 1.08e+02, 1.08e+02, 1.09e+02, 1.08e+02, 1.04e+02, 1.02e+02, 1.04e+02, 1.15e+02, 1.02e+02, 1.08e+02, 1.03e+02, 1.02e+02
7.40e+01, 1.07e+02, 1.12e+02, 1.05e+02, 1.01e+02, 1.04e+02, 1.07e+02, 1.04e+02, 1.02e+02, 1.05e+02, 7.56e+01, 1.00e+02, 1.01e+02, 1.02e+02, 1.01e+02, 1.08e+02, 7.58e+01, 1.02e+02, 1.01e+02, 1.08e+02, 1.02e+02, 1.07e+02, 1.03e+02, 1.10e+02, 1.01e+02, 1.03e+02, 1.01e+02, 1.04e+02, 1.03e+02, 4.69e+01, 1.02e+02, 1.00e+02, 1.05e+02, 1.01e+02, 4.49e+01, 6.78e+01, 1.04e+02, 1.02e+02, 1.02e+02, 1.08e+02, 1.08e+02, 1.09e+02, 1.08e+02, 1.04e+02, 1.02e+02, 1.04e+02, 1.15e+02, 1.02e+02, 1.08e+02, 1.03e+02, 1.02e+02
7.40e+01, 1.07e+02, 1.12e+02, 1.05e+02, 1.01e+02, 1.04e+02, 1.07e+02, 1.04e+02, 1.02e+02, 1.05e+02, 7.56e+01, 1.00e+02, 1.01e+02, 1.02e+02, 1.01e+02, 1.08e+02, 7.58e+01, 1.02e+02, 1.01e+02, 1.08e+02, 1.02e+02, 1.07e+02, 1.03e+02, 1.10e+02, 1.01e+02, 1.03e+02, 1.01e+02, 1.04e+02, 1.03e+02, 4.69e+01, 1.02e+02, 1.00e+02, 1.05e+02, 1.01e+02, 4.49e+01, 6.78e+01, 1.04e+02, 1.02e+02, 1.02e+02, 1.08e+02, 1.08e+02, 1.09e+02, 1.08e+02, 1.04e+02, 1.02e+02, 1.04e+02, 1.15e+02, 1.02e+02, 1.08e+02, 1.03e+02, 1.02e+02
