3.00e+04, 2.15e+04, 2.39e+04, 2.64e+04, 2.02e+04, 1.72e+04, 1.40e+04, 1.49e+04, 1.57e+04, 3.56e+04, 2.27e+04, 1.08e+04, 2.65e+04, 2.44e+04, 2.67e+04, 6.75e+03, 1.46e+04, 2.46e+04, 2.19e+04, 1.95e+04, 3.20e+04, 2.10e+04, 3.44e+04, 2.24e+04, 4.05e+04, 2.94e+04, 1.48e+04, 1.52e+04, 8.27e+03, 3.35e+04, 9.58e+03, 2.80e+04, 2.27e+04, 2.28e+04, 3.33e+04, 2.40e+04, 2.94e+04, 5.19e+03, 1.29e+04, 3.29e+04, 1.45e+04, 1.94e+04, 3.42e+04, 3.01e+04, 3.23e+04, 2.10e+04, 3.75e+04, 8.06e+03, 2.48e+04, 3.76e+04, 1.54e+04
2.30e+04, 1.42e+04, 1.67e+04, 9.91e+03, 1.56e+04, 1.19e+04, 7.06e+03, 9.46e+03, 5.06e+03, 2.32e+04, 1.37e+04, 6.31e+03, 2.38e+04, 1.45e+04, 1.60e+04, 1.83e+03, 1.20e+04, 1.75e+04, 1.56e+04, 1.01e+04, 1.61e+04, 1.33e+04, 2.99e+04, 1.93e+04, 3.27e+04, 1.52e+04, 8.03e+03, 1.20e+04, 5.05e+03, 1.19e+04, 5.43e+03, 2.18e+04, 1.19e+04, 9.97e+03, 1.33e+04, 1.63e+04, 1.29e+04, 3.38e+03, 5.81e+03, 1.21e+04, 9.85e+03, 3.97e+03, 1.57e+04, 2.50e+04, 2.71e+04, 1.35e+04, 2.70e+04, 5.98e+03, 1.70e+04, 1.84e+04, 1.21e+04
1.83e+04, 8.76e+03, 1.18e+04, 4.90e+03, 1.20e+04, 1.04e+04, 3.91e+03, 6.53e+03, 2.10e+03, 1.44e+04, 9.18e+03, 5.39e+03, 1.82e+04, 8.63e+03, 1.06e+04, 1.31e+03, 9.27e+03, 1.18e+04, 1.18e+04, 7.69e+03, 1.10e+04, 9.32e+03, 2.66e+04, 1.52e+04, 2.92e+04, 1.02e+04, 4.31e+03, 6.73e+03, 2.84e+03, 8.26e+03, 4.34e+03, 1.45e+04, 7.50e+03, 7.37e+03, 3.65e+03, 1.14e+04, 1.06e+04, 1.92e+03, 4.38e+03, 2.97e+03, 7.18e+03, 1.38e+03, 1.40e+04, 2.12e+04, 2.05e+04, 4.98e+03, 1.57e+04, 3.37e+03, 1.32e+04, 1.24e+04, 1.11e+04
1.36e+04, 4.16e+03, 5.95e+03, 1.70e+03, 7.98e+03, 6.81e+03, 2.63e+02, 1.07e+03, 2.93e+02, 6.34e+03, 4.88e+03, 3.36e+03, 9.51e+03, 5.98e+03, 5.76e+03, 2.50e+02, 7.27e+03, 6.11e+03, 8.31e+03, 4.40e+03, 6.45e+03, 5.76e+03, 1.57e+04, 6.10e+03, 1.48e+04, 4.77e+03, 1.47e+03, 3.25e+03, 6.34e+02, 5.55e+03, 1.73e+03, 9.36e+03, 1.22e+03, 2.46e+03, 1.14e+03, 5.23e+03, 6.44e+03, 7.32e+02, 1.89e+03, 1.23e+03, 3.46e+03, 1.76e+02, 9.80e+03, 1.20e+04, 1.28e+04, 2.56e+03, 7.16e+03, 2.03e+03, 8.07e+03, 8.43e+03, 6.52e+03
4.27e+03, 2.23e-01, 5.34e+01, 1.74e-04, 2.47e+03, 1.94e+02, 5.18e-06, 2.43e-01, 1.91e-03, 8.20e+00, 2.01e+02, 7.82e+00, 1.59e+03, 8.79e+02, 5.26e+02, 4.81e-05, 2.17e+02, 5.79e+02, 3.19e+03, 1.41e-01, 3.07e+01, 3.16e+02, 3.33e+03, 2.44e+02, 6.31e+02, 6.90e+01, 1.22e-02, 4.33e-01, 4.20e-03, 5.95e+01, 1.12e-01, 4.53e+02, 1.22e-01, 4.05e+01, 7.33e-01, 8.89e+01, 7.78e+02, 9.32e-01, 1.39e-01, 1.22e-01, 3.38e+00, 4.75e-04, 6.00e+02, 1.58e+03, 6.25e+01, 2.51e+00, 3.50e+02, 3.48e-01, 8.39e+02, 8.19e+02, 4.43e+02
7.01e-08, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.00e-05, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
